Time;el_load;prec;temp;rhum;grad;pres;wind;Vel_tviz;Bal_tviz;holiday;weekend;covid
2015-01-03 16:00:00;4992.97;0.0;2.5067961165048542;76.51960784313725;0.1896551724137931;1023.0513513513512;2.375757575757576;0.2;0.1;0.0;1.0;0.0
2015-01-03 17:00:00;5067.059;0.0;2.1233009708737867;78.67647058823529;0.0;1021.9513513513513;2.4030303030303033;0.2;0.1;0.0;1.0;0.0
2015-01-03 18:00:00;4988.144;0.0;1.9699029126213592;79.58823529411765;0.0;1020.672972972973;2.343434343434344;0.2;0.1;0.0;1.0;0.0
2015-01-03 19:00:00;4952.558;0.028431372549019607;1.8067961165048543;80.76470588235294;0.0;1019.5297297297296;2.2131313131313135;0.3;0.1;0.0;1.0;0.0
2015-01-03 20:00:00;4808.75;0.14901960784313725;1.5805825242718448;83.8921568627451;0.0;1018.6135135135135;2.1505050505050503;0.3;0.2;0.0;1.0;0.0
2015-01-03 21:00:00;4653.196;0.17941176470588235;1.3524271844660196;86.79411764705883;0.0;1017.618918918919;2.1313131313131315;0.3;0.2;0.0;1.0;0.0
2015-01-03 22:00:00;4470.319;0.17156862745098042;1.159223300970874;88.55882352941177;0.0;1016.2756756756756;2.003030303030303;0.4;0.2;0.0;1.0;0.0
2015-01-03 23:00:00;4251.539;0.1568627450980392;1.0281553398058254;89.47058823529412;0.0;1014.9459459459459;2.0828282828282827;0.3;0.2;0.0;1.0;0.0
2015-01-04 00:00:00;3976.335;0.2607843137254902;0.8737864077669902;90.24509803921569;0.0;1013.8513513513514;1.9353535353535358;0.3;0.2;0.0;1.0;0.0
2015-01-04 01:00:00;3851.439;0.4568627450980393;0.6854368932038835;91.68627450980392;0.0;1013.381081081081;1.8060606060606064;0.3;0.2;0.0;1.0;0.0
2015-01-04 02:00:00;3651.164;0.46666666666666673;0.5165048543689321;93.31372549019608;0.0;1013.5459459459458;1.8484848484848488;0.3;0.2;0.0;1.0;0.0
2015-01-04 03:00:00;3518.115;0.34411764705882353;0.4718446601941747;94.7843137254902;0.0;1013.6756756756756;2.3030303030303028;0.3;0.2;0.0;1.0;0.0
2015-01-04 04:00:00;3502.251;0.23431372549019605;0.5747572815533981;94.80392156862744;0.0;1014.2783783783784;3.156565656565656;0.2;0.1;0.0;1.0;0.0
2015-01-04 05:00:00;3597.453;0.09705882352941175;0.6213592233009708;94.3529411764706;0.0;1014.9918918918918;3.6787878787878783;0.2;0.1;0.0;1.0;0.0
2015-01-04 06:00:00;3813.373;0.04607843137254902;0.6563106796116505;93.06862745098039;0.0;1015.4378378378377;3.9696969696969693;0.3;0.2;0.0;1.0;0.0
2015-01-04 07:00:00;3970.203;0.012745098039215684;0.7388349514563106;91.46078431372548;1.9172413793103449;1016.3702702702702;4.294949494949495;0.2;0.2;0.0;1.0;0.0
2015-01-04 08:00:00;4214.602;0.004901960784313725;1.145631067961165;88.67647058823529;22.551724137931036;1017.1864864864863;4.6454545454545455;0.3;0.1;0.0;1.0;0.0
2015-01-04 09:00:00;4491.478;0.0058823529411764705;2.07378640776699;83.47058823529412;61.851724137931036;1017.7675675675677;5.147474747474747;0.3;0.1;0.0;1.0;0.0
2015-01-04 10:00:00;4674.681;0.012745098039215686;3.0097087378640777;77.55882352941177;96.77586206896554;1018.4837837837837;5.7838383838383844;0.3;0.2;0.0;1.0;0.0
2015-01-04 11:00:00;4796.457;0.0029411764705882357;3.801941747572816;72.31372549019608;108.66206896551725;1018.6513513513513;6.411111111111111;0.3;0.2;0.0;1.0;0.0
2015-01-04 12:00:00;4786.295;0.00196078431372549;4.30873786407767;68.30392156862744;97.37241379310345;1018.6945945945945;6.615151515151515;0.3;0.2;0.0;1.0;0.0
2015-01-04 13:00:00;4669.244;0.006862745098039216;4.422330097087379;66.65686274509804;75.44137931034481;1018.9162162162163;6.793939393939394;0.3;0.2;0.0;1.0;0.0
2015-01-04 14:00:00;4630.235;0.00392156862745098;4.203883495145631;67.03921568627452;48.06896551724139;1019.4027027027028;6.601010101010101;0.4;0.2;0.0;1.0;0.0
2015-01-04 15:00:00;4639.88;0.012745098039215686;3.5689320388349515;68.87254901960785;15.49310344827586;1019.9675675675677;5.910101010101009;0.4;0.2;0.0;1.0;0.0
2015-01-04 16:00:00;4987.223;0.02647058823529412;2.7922330097087373;71.06862745098039;0.4482758620689655;1020.5405405405405;5.390909090909091;0.3;0.2;0.0;1.0;0.0
2015-01-04 17:00:00;5177.018;0.020588235294117647;2.290291262135922;72.26470588235294;0.0;1020.8162162162162;5.202020202020203;0.4;0.2;0.0;1.0;0.0
2015-01-04 18:00:00;5139.606;0.014705882352941176;1.7563106796116503;74.87254901960785;0.0;1021.0945945945946;5.212121212121212;0.4;0.2;0.0;1.0;0.0
2015-01-04 19:00:00;5111.445;0.022549019607843137;1.4213592233009706;75.98039215686275;0.0;1021.3675675675676;5.35050505050505;0.4;0.0;0.0;1.0;0.0
2015-01-04 20:00:00;4928.39;0.013725490196078433;1.1184466019417474;77.62745098039215;0.0;1021.8243243243244;5.297979797979798;0.4;0.1;0.0;1.0;0.0
2015-01-04 21:00:00;4708.394;0.02843137254901961;0.8359223300970873;78.83333333333333;0.0;1022.1567567567569;5.085858585858586;0.4;0.1;0.0;1.0;0.0
2015-01-04 22:00:00;4484.957;0.01764705882352941;0.4737864077669903;80.23529411764706;0.0;1022.3486486486485;4.611111111111111;0.4;0.1;0.0;1.0;0.0
2015-01-04 23:00:00;4234.679;0.022549019607843137;0.07669902912621354;81.54901960784314;0.0;1022.6405405405404;4.473737373737373;0.4;0.0;0.0;1.0;0.0
2015-01-05 00:00:00;3959.071;0.03333333333333334;-0.129126213592233;81.92156862745098;0.0;1022.827027027027;4.582828282828282;0.5;0.0;0.0;0.0;0.0
2015-01-05 01:00:00;3857.898;0.03725490196078431;-0.15242718446601944;81.2156862745098;0.0;1023.5351351351352;4.6;0.5;-0.1;0.0;0.0;0.0
2015-01-05 02:00:00;3674.504;0.000980392156862745;-0.10776699029126213;79.06862745098039;0.0;1024.0783783783784;4.752525252525252;0.5;-0.1;0.0;0.0;0.0
2015-01-05 03:00:00;3597.622;0.000980392156862745;-0.24174757281553397;77.61764705882354;0.0;1024.454054054054;4.8858585858585855;0.5;-0.1;0.0;0.0;0.0
2015-01-05 04:00:00;3725.32;0.0;-0.2669902912621359;75.63725490196079;0.0;1024.6837837837838;4.92020202020202;0.5;-0.1;0.0;0.0;0.0
2015-01-05 05:00:00;4157.504;0.0;-0.40582524271844667;75.04901960784314;0.0;1025.1108108108108;4.751515151515153;0.5;0.0;0.0;0.0;0.0
2015-01-05 06:00:00;4964.687;0.0;-0.658252427184466;75.18627450980392;0.0;1025.527027027027;4.42020202020202;0.5;-0.1;0.0;0.0;0.0
2015-01-05 07:00:00;5270.744;0.0;-0.8922330097087379;75.82352941176471;2.731034482758621;1025.9324324324325;4.222222222222221;0.5;0.0;0.0;0.0;0.0
2015-01-05 08:00:00;5282.115;0.0;-0.4106796116504855;73.75490196078431;29.155172413793103;1026.1675675675676;4.237373737373737;0.5;-0.1;0.0;0.0;0.0
2015-01-05 09:00:00;5334.534;0.00392156862745098;0.6611650485436893;69.70588235294117;62.751724137931035;1026.081081081081;4.458585858585858;0.5;-0.1;0.0;0.0;0.0
2015-01-05 10:00:00;5392.668;0.030392156862745094;1.4776699029126212;67.6470588235294;79.61724137931034;1025.791891891892;4.525252525252525;0.5;-0.1;0.0;0.0;0.0
2015-01-05 11:00:00;5479.221;0.049019607843137254;1.8737864077669903;67.19607843137256;75.08965517241377;1025.1054054054052;4.295959595959596;0.5;-0.1;0.0;0.0;0.0
2015-01-05 12:00:00;5558.67;0.0392156862745098;1.970873786407767;69.66666666666667;57.58620689655172;1024.3297297297297;4.236363636363636;0.5;0.0;0.0;0.0;0.0
2015-01-05 13:00:00;5532.118;0.04411764705882353;1.895145631067961;72.73529411764706;39.87241379310345;1023.6081081081081;4.070707070707071;0.5;-0.1;0.0;0.0;0.0
2015-01-05 14:00:00;5560.153;0.06470588235294117;1.5660194174757283;77.3529411764706;18.382758620689657;1023.0891891891893;3.772727272727273;0.5;-0.1;0.0;0.0;0.0
2015-01-05 15:00:00;5661.907;0.06666666666666668;1.0388349514563107;82.37254901960785;4.951724137931034;1022.6675675675676;3.6444444444444444;0.5;-0.1;0.0;0.0;0.0
2015-01-05 16:00:00;5840.356;0.040196078431372545;0.7019417475728157;84.17647058823529;0.19999999999999998;1022.2972972972973;3.885858585858586;0.6;-0.1;0.0;0.0;0.0
2015-01-05 17:00:00;5875.58;0.04411764705882353;0.49514563106796117;85.51960784313725;0.0;1022.172972972973;3.994949494949494;0.5;-0.1;0.0;0.0;0.0
